case_id,setting,examples_file,run_name,k,score_column,target_column_test,generated_answer,ground_truth
11934,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
11976,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
12148,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
12275,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
12412,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
12458,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
12527,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
12592,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
12654,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
12687,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
12742,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
12809,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
12892,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
13013,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
13198,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
13344,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
13359,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
13693,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
13694,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
13702,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
13840,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
14028,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
14031,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
14079,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
14130,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
14226,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
14264,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
14282,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,3
14345,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
14444,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
14527,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
14571,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,3
14663,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
14746,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
14795,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
14829,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
14911,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
14953,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
15127,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
15322,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
15388,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
15471,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
15508,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
15521,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
15572,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
15584,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
15669,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
15703,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
15777,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
15846,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
15853,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,1
15861,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
16061,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
16149,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
16204,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
16208,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
16260,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
16301,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
16395,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
16465,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
16591,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
16619,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,3
16716,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
16778,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
16962,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
16988,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,1
16994,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
17016,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
17093,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
17204,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
17213,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
17328,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
17365,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,2
17370,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
17460,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
17495,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
17748,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
17844,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
17902,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
17939,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
17945,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
18122,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
18274,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
18327,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,3
18449,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
18469,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
18501,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,1
18503,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
18530,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,2,2
18603,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
18904,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,3
18970,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
19050,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,1
19334,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,1,2
19366,encyclopaedia,in_context_examples/llama/54_73/seed_2/k_mean_buckets/samples/avg_true_dominance_generation/all_settings_avg_true_dominance_generation_k3_n10_examples.csv,all_settings_avg_true_dominance_generation_k3_n10_examples,3,avg_true_dominance_generation,avg_true_dominance_generation_bucket_k3,3,3
